------+-----------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File     Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
   43 |  2 equ.s     39 | Equivalence | 11 |         |    0 | 00/4000               | col80off        equ   $C00C          
   44 |  2 equ.s     40 | Equivalence | 11 |         |    0 | 00/4000               | col80on         equ   $C00D          
   45 |  2 equ.s     41 | Equivalence | 11 |         |    0 | 00/4000               | 80col           equ   $C01F          
   46 |  2 equ.s     42 | Comment     | 11 |         |    0 | 00/4000               | *
   47 |  2 equ.s     43 | Comment     | 11 |         |    0 | 00/4000               | ************ page 0 ************  
   48 |  2 equ.s     44 | Equivalence | 11 |         |    0 | 00/4000               | cv              equ   $25            
   49 |  2 equ.s     45 | Equivalence | 11 |         |    0 | 00/4000               | ch              equ   $24            
   50 |  2 equ.s     46 | Equivalence | 11 |         |    0 | 00/4000               | basl            equ   $28            
   51 |  2 equ.s     47 | Equivalence | 11 |         |    0 | 00/4000               | wndlft          equ   $20            
   52 |  2 equ.s     48 | Equivalence | 11 |         |    0 | 00/4000               | wndwdth         equ   $21            
   53 |  2 equ.s     49 | Equivalence | 11 |         |    0 | 00/4000               | wndtop          equ   $22            ; Top Margin (0 - 23, 0 is default, 20 in graphics mode)
   54 |  2 equ.s     50 | Equivalence | 11 |         |    0 | 00/4000               | wndbtm          equ   $23            
   55 |  2 equ.s     51 | Equivalence | 11 |         |    0 | 00/4000               | prompt          equ   $33            
   56 |  2 equ.s     52 | Comment     | 11 |         |    0 | 00/4000               | *
   57 |  2 equ.s     53 | Equivalence | 11 |         |    0 | 00/4000               | ourch           equ   $57B           ; Cursor's column position minus 1 (HTAB's place) in 80-column mode
   58 |  2 equ.s     54 | Equivalence | 11 |         |    0 | 00/4000               | ourcv           equ   $5FB           ; 80 col vertical pos
   59 |  2 equ.s     55 | Comment     | 11 |         |    0 | 00/4000               | *
   60 |  2 equ.s     56 | Comment     | 11 |         |    0 | 00/4000               | ************ ProDOS ************ 
   61 |  2 equ.s     57 | Equivalence | 11 |         |    0 | 00/4000               | GETBUFR         equ   $bef5          
   62 |  2 equ.s     58 | Equivalence | 11 |         |    0 | 00/4000               | FREEBUFR        equ   $BEF8          
   63 |  2 equ.s     59 | Equivalence | 11 |         |    0 | 00/4000               | devnum          equ   $BF30          ; last used device here, format : DSSS0000
   64 |  2 equ.s     60 | Equivalence | 11 |         |    0 | 00/4000               | RSHIMEM         equ   $BEFB          
   65 |  2 equ.s     61 | Comment     | 11 |         |    0 | 00/4000               | *
   66 |  2 equ.s     62 | Comment     | 11 |         |    0 | 00/4000               | ************ MLI calls (ProDOS) ************
   67 |  2 equ.s     63 | Equivalence | 11 |         |    0 | 00/4000               | MLI             equ   $BF00          
   68 |  2 equ.s     64 | Equivalence | 11 |         |    0 | 00/4000               | create          equ   $C0            
   69 |  2 equ.s     65 | Equivalence | 11 |         |    0 | 00/4000               | destroy         equ   $C1            
   70 |  2 equ.s     66 | Equivalence | 11 |         |    0 | 00/4000               | online          equ   $C5            
   71 |  2 equ.s     67 | Equivalence | 11 |         |    0 | 00/4000               | getprefix       equ   $c7            
   72 |  2 equ.s     68 | Equivalence | 11 |         |    0 | 00/4000               | setprefix       equ   $c6            
   73 |  2 equ.s     69 | Equivalence | 11 |         |    0 | 00/4000               | open            equ   $C8            
   74 |  2 equ.s     70 | Equivalence | 11 |         |    0 | 00/4000               | close           equ   $CC            
   75 |  2 equ.s     71 | Equivalence | 11 |         |    0 | 00/4000               | read            equ   $CA            
   76 |  2 equ.s     72 | Equivalence | 11 |         |    0 | 00/4000               | write           equ   $CB            
   77 |  2 equ.s     73 | Equivalence | 11 |         |    0 | 00/4000               | setmark         equ   $ce            
   78 |  2 equ.s     74 | Equivalence | 11 |         |    0 | 00/4000               | geteof          equ   $d1            
   79 |  2 equ.s     75 | Equivalence | 11 |         |    0 | 00/4000               | quit            equ   $65            
   80 |  2 equ.s     76 | Comment     | 11 |         |    0 | 00/4000               | *
   81 |  2 equ.s     77 | Comment     | 11 |         |    0 | 00/4000               | ************ FP routines ************
   82 |  2 equ.s     78 | Equivalence | 11 |         |    0 | 00/4000               | float           equ   $E2F2          ; Converts SIGNED integer in A/Y (high/lo) into FAC
   83 |  2 equ.s     79 | Equivalence | 11 |         |    0 | 00/4000               | GIVAYF          equ   $E2F2          ; idem
   84 |  2 equ.s     80 | Equivalence | 11 |         |    0 | 00/4000               | FLOAT2          equ   $EBA0          ; "Float2" entry point (https://6502disassembly.com/a2-rom/Applesoft.html#SymLDAB7)
   85 |  2 equ.s     81 | Comment     | 11 |         |    0 | 00/4000               |                                 ; Float UNSIGNED value in FAC+1,2 (hi,low)
   86 |  2 equ.s     82 | Comment     | 11 |         |    0 | 00/4000               |                                 ; X-reg = exponent ; C=0 to make value negative, C=1 to make value positive
   87 |  2 equ.s     83 | Empty       | 11 |         |    0 | 00/4000               |                                      
   88 |  2 equ.s     84 | Equivalence | 11 |         |    0 | 00/4000               | PRNTFAC         equ   $ED2E          ; Prints number in FAC (in decimal format). FAC is destroyed
   89 |  2 equ.s     85 | Equivalence | 11 |         |    0 | 00/4000               | FIN             equ   $EC4A          ; FAC = expression pointed TXTPTR
   90 |  2 equ.s     86 | Equivalence | 11 |         |    0 | 00/4000               | FNEG            equ   $EED0          ; FAC = - FAC
   91 |  2 equ.s     87 | Equivalence | 11 |         |    0 | 00/4000               | FABS            equ   $EBAF          ; FAC = ABS(FAC)
   92 |  2 equ.s     88 | Equivalence | 11 |         |    0 | 00/4000               | F2INT16         equ   $E752          ; FAC to 16 bits int in A/Y and $50/51 (low/high)
   93 |  2 equ.s     89 | Equivalence | 11 |         |    0 | 00/4000               | FADD            equ   $E7BE          ; FAC = FAC + ARG
   94 |  2 equ.s     90 | Equivalence | 11 |         |    0 | 00/4000               | FSUBT           equ   $E7AA          ; FAC = FAC - ARG
   95 |  2 equ.s     91 | Equivalence | 11 |         |    0 | 00/4000               | FMULT           equ   $E97F          ; Move the number pointed by Y,A into ARG and fall into FMULTT
   96 |  2 equ.s     92 | Equivalence | 11 |         |    0 | 00/4000               | FMULTT          equ   $E982          ; FAC = FAC x ARG
   97 |  2 equ.s     93 | Equivalence | 11 |         |    0 | 00/4000               | FDIVT           equ   $EA69          ; FAC = FAC / ARG
   98 |  2 equ.s     94 | Equivalence | 11 |         |    0 | 00/4000               | RND             equ   $EFAE          ; FAC = random number
   99 |  2 equ.s     95 | Equivalence | 11 |         |    0 | 00/4000               | FOUT            equ   $ED34          ; Create a string at the start of the stack ($100−$110)
  100 |  2 equ.s     96 | Equivalence | 11 |         |    0 | 00/4000               | MOVAF           equ   $EB63          ; Move FAC into ARG. On exit A=FACEXP and Z is set
  101 |  2 equ.s     97 | Equivalence | 11 |         |    0 | 00/4000               | CONINT          equ   $E6FB          ; Convert FAC into a single byte number in X and FACLO
  102 |  2 equ.s     98 | Equivalence | 11 |         |    0 | 00/4000               | YTOFAC          equ   $E301          ; Float y
  103 |  2 equ.s     99 | Equivalence | 11 |         |    0 | 00/4000               | MOVMF           equ   $EB2B          ; Routine to pack FP number. Address of destination must be in Y
  104 |  2 equ.s    100 | Comment     | 11 |         |    0 | 00/4000               |                                 ; (high) and X (low). Result is packed from FAC                             
  105 |  2 equ.s    101 | Equivalence | 11 |         |    0 | 00/4000               | QUINT           equ   $EBF2          ; convert fac to 16bit INT at $A0 and $A1 (fac+3/fac+4)
  106 |  2 equ.s    102 | Equivalence | 11 |         |    0 | 00/4000               | STROUT          equ   $DB3A          ;
  107 |  2 equ.s    103 | Equivalence | 11 |         |    0 | 00/4000               | LINPRT          equ   $ED24          ; Converts the unsigned hexadecimal number in X (low) and A (high) into a decimal number and displays it.
  108 |  2 equ.s    104 | Empty       | 11 |         |    0 | 00/4000               |                                      
  109 |  2 equ.s    105 | Comment     | 11 |         |    0 | 00/4000               | * A intégrer :
  110 |  2 equ.s    106 | Comment     | 11 |         |    0 | 00/4000               | *FSUB = $E7A7    OVERFLOW = $E8D5        ONE = $E913        FLOG = $E941    CONUPK = $E9E3  MUL10 = $EA39 
  111 |  2 equ.s    107 | Comment     | 11 |         |    0 | 00/4000               | * FDIV = $EA66        DIVERR = $EAE1        MOVFM = $EAF9    FLOAT = $EB93        FCOMP = $EBB2      
  112 |  2 equ.s    108 | Comment     | 11 |         |    0 | 00/4000               | * FINT = $EC23   SQR = $EE8D        FPWRT = $EE9    FEXP = $EF09      FCOS = $EFEA    FSIN = $EFF1  FTAN = $F03A 
  113 |  2 equ.s    109 | Comment     | 11 |         |    0 | 00/4000               | * PIHALF = $F066   FATN = $F09E        
  114 |  2 equ.s    110 | Comment     | 11 |         |    0 | 00/4000               | *
  115 |  2 equ.s    111 | Comment     | 11 |         |    0 | 00/4000               | ************ Applesoft BASIC ************
  116 |  2 equ.s    112 | Equivalence | 11 |         |    0 | 00/4000               | TXTTAB          equ   $67            ; $67/$68 address of beginning of BASIC Program ($0801 is default)
  117 |  2 equ.s    113 | Equivalence | 11 |         |    0 | 00/4000               | PRGEND          equ   $AF            ; $AF/$B0 address of end of Applesoft program plus 1 or 2 of BASIC
  118 |  2 equ.s    114 | Equivalence | 11 |         |    0 | 00/4000               | VARTAB          equ   $69            ; $69/$6A address of beginning of simple variables, just after Basic prog. (unless modified by LOMEN)
  119 |  2 equ.s    115 | Equivalence | 11 |         |    0 | 00/4000               | ARYTAB          equ   $6B            ; $6B/$6C addresse of beginning of array variables, just after simple variables
  120 |  2 equ.s    116 | Equivalence | 11 |         |    0 | 00/4000               | STREND          equ   $6D            ; $6D/$6E addresse of end of array variables
  121 |  2 equ.s    117 | Equivalence | 11 |         |    0 | 00/4000               | MEMSIZ          equ   $73            ; $73/$74 : top of string data, set by HIMEM: (usually $9600),
  122 |  2 equ.s    118 | Equivalence | 11 |         |    0 | 00/4000               | FRETOP          equ   $6F            ; $6F/$70 bottom of string data, growing downwards
  123 |  2 equ.s    119 | Equivalence | 11 |         |    0 | 00/4000               | CHRGOT          equ   $B7            ; get char pointed by TXTPTR in A
  124 |  2 equ.s    120 | Equivalence | 11 |         |    0 | 00/4000               | CHRGET          equ   $B1            ; advance TXTPRT and read char
  125 |  2 equ.s    121 | Equivalence | 11 |         |    0 | 00/4000               | TXTPTR          equ   $B8            ; pointer $B8/$B9 used in chrget and chrgot
  126 |  2 equ.s    122 | Equivalence | 11 |         |    0 | 00/4000               | CHKCOM          equ   $DEBE          ; check for comma and move TXTPTR forward
  127 |  2 equ.s    123 | Equivalence | 11 |         |    0 | 00/4000               | FRMNUM          equ   $DD67          ; eval num. value, variable, expression pointed by TXTPTR, advance TXTPTR
  128 |  2 equ.s    124 | Equivalence | 11 |         |    0 | 00/4000               | GETADR          equ   $E752          ; convert FAC to integer (to Y,A)
  129 |  2 equ.s    125 | Equivalence | 11 |         |    0 | 00/4000               | FRMEVL          equ   $DD7B          ; evaluate any expression, result in FAC.
  130 |  2 equ.s    126 | Equivalence | 11 |         |    0 | 00/4000               | FRESTR          equ   $E5FD          ; check if epression is a string. A = length, pointer in $5E/$5F
  131 |  2 equ.s    127 | Equivalence | 11 |         |    0 | 00/4000               | ERRDIR          equ   $E306          ; illegal direct if not running
  132 |  2 equ.s    128 | Empty       | 11 |         |    0 | 00/4000               |                                      
  133 |  2 equ.s    129 | Equivalence | 11 |         |    0 | 00/4000               | PTRGET          equ   $DFE3          ; On entry, TXTPTR must be pointing to the first character of the variable's name.
  134 |  2 equ.s    130 | Comment     | 11 |         |    0 | 00/4000               | * finds an Applesoft variable's memory address and puts a pointer to it in VARPNT ($83-$84) and in A/Y (low/hi). 
  135 |  2 equ.s    131 | Comment     | 11 |         |    0 | 00/4000               | * The variable's name is left in VARNAM ($81-$82). It will work with any type of variable (integer, array element, string..)
  136 |  2 equ.s    132 | Comment     | 11 |         |    0 | 00/4000               | * If the variable does not already exist, PTRGET will create it for you
  137 |  2 equ.s    133 | Comment     | 11 |         |    0 | 00/4000               | * Advances TXTPTR.
  138 |  2 equ.s    134 | Comment     | 11 |         |    0 | 00/4000               | * Set : vartype equ $11 ; str$=$ff, num=$00 
  139 |  2 equ.s    135 | Comment     | 11 |         |    0 | 00/4000               | * set : numtype equ $12 ; int =$80, real = $00
  140 |  2 equ.s    136 | Empty       | 11 |         |    0 | 00/4000               |                                      
  141 |  2 equ.s    137 | Equivalence | 11 |         |    0 | 00/4000               | CHKNUM          equ   $DD6A          ; verifies that the most recent var found by PTRGET was numeric.
  142 |  2 equ.s    138 | Comment     | 11 |         |    0 | 00/4000               |  *  https://www.brutaldeluxe.fr/documentation/thesourcerorsapprentice/thesourcerorsapprentice_v1n1.pdf
  143 |  2 equ.s    139 | Comment     | 11 |         |    0 | 00/4000               |  * Type mismatch error if var not numeric
  144 |  2 equ.s    140 | Empty       | 11 |         |    0 | 00/4000               |                                      
  145 |  1  dd.s      5 | Empty       | 11 |         |    0 | 00/4000               |                                      
  146 |  1  dd.s      6 | Comment     | 11 |         |    0 | 00/4000               | *<bp>
  147 |  1  dd.s      7 | Comment     | 11 |         |    0 | 00/4000               | *<sym>
  148 |  1  dd.s      8 | Empty       | 11 |         |    0 | 00/4000               | beginning                            
  149 |  1  dd.s      9 | Code        | 11 |         |    1 | 00/4000 : EA          |                 nop                  
  150 |  1  dd.s     10 | Code        | 11 |         |    3 | 00/4001 : 20 66 EA    |                 jsr   $EA66          
  151 |  1  dd.s     11 | Code        | 11 |         |    3 | 00/4004 : 20 34 ED    |                 jsr   {$ED34}        
  152 |  1  dd.s     12 | Code        | 11 |         |    3 | 00/4007 : 20 D5 40    |                 jsr   loadnumbers    
  153 |  1  dd.s     13 | Code        | 11 |         |    3 | 00/400A : 20 EC 40    |                 jsr   initvar        
  154 |  1  dd.s     14 | Code        | 11 |         |    3 | 00/400D : 20 07 41    |                 jsr   prndivid       
  155 |  1  dd.s     15 | Code        | 11 |         |    3 | 00/4010 : 20 8E FD    |                 jsr   {$FD8E}        
  156 |  1  dd.s     16 | Code        | 11 |         |    3 | 00/4013 : 20 26 40    |                 jsr   Dodivide       ; integer part
  157 |  1  dd.s     17 | Code        | 11 |         |    3 | 00/4016 : 20 07 41    |                 jsr   prndivid       
  158 |  1  dd.s     18 | Code        | 11 |         |    3 | 00/4019 : 20 8E FD    |                 jsr   {$FD8E}        
  159 |  1  dd.s     19 | Code        | 11 |         |    3 | 00/401C : 20 48 41    |                 jsr   prnrem         
  160 |  1  dd.s     20 | Code        | 11 |         |    3 | 00/401F : 20 79 40    |                 jsr   doDecimal      ; decimal part
  161 |  1  dd.s     21 | Code        | 11 |         |    3 | 00/4022 : 20 25 41    |                 jsr   prndecim       
  162 |  1  dd.s     22 | Comment     | 11 |         |    0 | 00/4025               | *<sym>
  163 |  1  dd.s     23 | Empty       | 11 |         |    0 | 00/4025               | end_of_program                       
  164 |  1  dd.s     24 | Code        | 11 |         |    1 | 00/4025 : 60          |                 rts                  
  165 |  1  dd.s     25 | Comment     | 11 |         |    0 | 00/4026               | *
  166 |  1  dd.s     26 | Comment     | 11 |         |    0 | 00/4026               | *
  167 |  1  dd.s     27 | Comment     | 11 |         |    0 | 00/4026               | *
  168 |  1  dd.s     28 | Comment     | 11 |         |    0 | 00/4026               | *
  169 |  1  dd.s     29 | Comment     | 11 |         |    0 | 00/4026               | *<sym>
  170 |  1  dd.s     30 | Comment     | 11 |         |    0 | 00/4026               | *<bp>
  171 |  1  dd.s     31 | Empty       | 11 |         |    0 | 00/4026               | Dodivide                             
  172 |  1  dd.s     32 | Code        | 11 |         |    2 | 00/4026 : A2 20       |                 ldx   #32            ;repeat for each bit: ...
  173 |  1  dd.s     33 | Comment     | 11 |         |    0 | 00/4028               | *<sym>
  174 |  1  dd.s     34 | Empty       | 11 |         |    0 | 00/4028               | divloop                              
  175 |  1  dd.s     35 | Code        | 11 |         |    3 | 00/4028 : 0E 75 41    |                 asl   dividend       
  176 |  1  dd.s     36 | Code        | 11 |         |    3 | 00/402B : 2E 76 41    |                 rol   dividend+1     
  177 |  1  dd.s     37 | Code        | 11 |         |    3 | 00/402E : 2E 77 41    |                 rol   dividend+2     
  178 |  1  dd.s     38 | Code        | 11 |         |    3 | 00/4031 : 2E 78 41    |                 rol   dividend+3     
  179 |  1  dd.s     39 | Comment     | 11 |         |    0 | 00/4034               | *<sym>
  180 |  1  dd.s     40 | Empty       | 11 |         |    0 | 00/4034               | rolrem                               
  181 |  1  dd.s     41 | Code        | 11 |         |    3 | 00/4034 : 2E 79 41    |                 rol   remainder      
  182 |  1  dd.s     42 | Code        | 11 |         |    3 | 00/4037 : 2E 7A 41    |                 rol   remainder+1    
  183 |  1  dd.s     43 | Code        | 11 |         |    3 | 00/403A : 2E 7B 41    |                 rol   remainder+2    
  184 |  1  dd.s     44 | Code        | 11 |         |    3 | 00/403D : 2E 7C 41    |                 rol   remainder+3    
  185 |  1  dd.s     45 | Empty       | 11 |         |    0 | 00/4040               |                                      
  186 |  1  dd.s     46 | Code        | 11 |         |    1 | 00/4040 : 38          |                 sec                  
  187 |  1  dd.s     47 | Code        | 11 |         |    3 | 00/4041 : AD 79 41    |                 lda   remainder      
  188 |  1  dd.s     48 | Code        | 11 |         |    3 | 00/4044 : ED 7D 41    |                 sbc   divisor        
  189 |  1  dd.s     49 | Code        | 11 |         |    3 | 00/4047 : 8D 81 41    |                 sta   tempo          
  190 |  1  dd.s     50 | Code        | 11 |         |    3 | 00/404A : AD 7A 41    |                 lda   remainder+1    
  191 |  1  dd.s     51 | Code        | 11 |         |    3 | 00/404D : ED 7E 41    |                 sbc   divisor+1      
  192 |  1  dd.s     52 | Code        | 11 |         |    3 | 00/4050 : 8D 82 41    |                 sta   tempo+1        
  193 |  1  dd.s     53 | Code        | 11 |         |    3 | 00/4053 : AD 7B 41    |                 lda   remainder+2    
  194 |  1  dd.s     54 | Code        | 11 |         |    3 | 00/4056 : ED 7F 41    |                 sbc   divisor+2      
  195 |  1  dd.s     55 | Code        | 11 |         |    3 | 00/4059 : 8D 83 41    |                 sta   tempo+2        
  196 |  1  dd.s     56 | Code        | 11 |         |    3 | 00/405C : AD 7C 41    |                 lda   remainder+3    
  197 |  1  dd.s     57 | Code        | 11 |         |    3 | 00/405F : ED 80 41    |                 sbc   divisor+3      
  198 |  1  dd.s     58 | Code        | 11 |         |    3 | 00/4062 : 8D 84 41    |                 sta   tempo+3        
  199 |  1  dd.s     59 | Empty       | 11 |         |    0 | 00/4065               |                                      
  200 |  1  dd.s     60 | Code        | 11 |         |    2 | 00/4065 : 90 0E       |                 bcc   skip           
  201 |  1  dd.s     61 | Empty       | 11 |         |    0 | 00/4067               |                                      
  202 |  1  dd.s     62 | Code        | 11 |         |    2 | 00/4067 : A0 03       |                 ldy   #3             
  203 |  1  dd.s     63 | Comment     | 11 |         |    0 | 00/4069               | *<sym>
  204 |  1  dd.s     64 | Empty       | 11 |         |    0 | 00/4069               | m43                                  
  205 |  1  dd.s     65 | Code        | 11 |         |    3 | 00/4069 : B9 81 41    |                 lda   tempo,y        
  206 |  1  dd.s     66 | Code        | 11 |         |    3 | 00/406C : 99 79 41    |                 sta   remainder,y    
  207 |  1  dd.s     67 | Code        | 11 |         |    1 | 00/406F : 88          |                 dey                  
  208 |  1  dd.s     68 | Code        | 11 |         |    2 | 00/4070 : 10 F7       |                 bpl   m43            
  209 |  1  dd.s     69 | Empty       | 11 |         |    0 | 00/4072               |                                      
  210 |  1  dd.s     70 | Code        | 11 |         |    3 | 00/4072 : EE 75 41    |                 inc   {dividend}     
  211 |  1  dd.s     71 | Empty       | 11 |         |    0 | 00/4075               |                                      
  212 |  1  dd.s     72 | Comment     | 11 |         |    0 | 00/4075               | *<sym>
  213 |  1  dd.s     73 | Empty       | 11 |         |    0 | 00/4075               | skip                                 
  214 |  1  dd.s     74 | Code        | 11 |         |    1 | 00/4075 : CA          |                 dex                  
  215 |  1  dd.s     75 | Code        | 11 |         |    2 | 00/4076 : D0 B0       |                 bne   divloop        
  216 |  1  dd.s     76 | Code        | 11 |         |    1 | 00/4078 : 60          |                 rts                  ; end of division
  217 |  1  dd.s     77 | Empty       | 11 |         |    0 | 00/4079               |                                      
  218 |  1  dd.s     78 | Empty       | 11 |         |    0 | 00/4079               |                                      
  219 |  1  dd.s     79 | Comment     | 11 |         |    0 | 00/4079               | **************
  220 |  1  dd.s     80 | Comment     | 11 |         |    0 | 00/4079               | *<sym>
  221 |  1  dd.s     81 | Empty       | 11 |         |    0 | 00/4079               | doDecimal                            
  222 |  1  dd.s     82 | Empty       | 11 |         |    0 | 00/4079               |                                      
  223 |  1  dd.s     83 | Code        | 11 |         |    2 | 00/4079 : A2 20       |                 ldx   #32            
  224 |  1  dd.s     84 | Comment     | 11 |         |    0 | 00/407B               | *<sym>
  225 |  1  dd.s     85 | Empty       | 11 |         |    0 | 00/407B               | divloopdec                           ; on entry, remainder < divisor
  226 |  1  dd.s     86 | Code        | 11 |         |    3 | 00/407B : 0E 79 41    |                 asl   remainder      ; remainder = remainder * 2
  227 |  1  dd.s     87 | Code        | 11 |         |    3 | 00/407E : 2E 7A 41    |                 rol   remainder+1    
  228 |  1  dd.s     88 | Code        | 11 |         |    3 | 00/4081 : 2E 7B 41    |                 rol   remainder+2    
  229 |  1  dd.s     89 | Code        | 11 |         |    3 | 00/4084 : 2E 7C 41    |                 rol   remainder+3    
  230 |  1  dd.s     90 | Empty       | 11 |         |    0 | 00/4087               |                                      
  231 |  1  dd.s     91 | Code        | 11 |         |    1 | 00/4087 : 38          |                 sec                  
  232 |  1  dd.s     92 | Code        | 11 |         |    3 | 00/4088 : AD 79 41    |                 lda   remainder      ; A / Y = remainder - divisor
  233 |  1  dd.s     93 | Code        | 11 |         |    3 | 00/408B : ED 7D 41    |                 sbc   divisor        
  234 |  1  dd.s     94 | Code        | 11 |         |    3 | 00/408E : 8D 81 41    |                 sta   tempo          
  235 |  1  dd.s     95 | Code        | 11 |         |    3 | 00/4091 : AD 7A 41    |                 lda   remainder+1    
  236 |  1  dd.s     96 | Code        | 11 |         |    3 | 00/4094 : ED 7E 41    |                 sbc   divisor+1      
  237 |  1  dd.s     97 | Code        | 11 |         |    3 | 00/4097 : 8D 82 41    |                 sta   tempo+1        
  238 |  1  dd.s     98 | Code        | 11 |         |    3 | 00/409A : AD 7B 41    |                 lda   remainder+2    
  239 |  1  dd.s     99 | Code        | 11 |         |    3 | 00/409D : ED 7F 41    |                 sbc   divisor+2      
